book_id,title,title_without_series,image_url,book_url,num_pages,format,edition_information,publisher,publication_day,publication_year,publication_month,average_rating,ratings_count,description,authors,published,record_create_timestamp
1064,The East End,Enter the Aardvark,https://dummyimage.com/468x974,https://dummyimage.com/123x475,781,Book,No information,fake publisher,3,1958,7,3.28,456046,fake description,54028,6,2024-05-05 02:14:21.219327
6369,Maksim (Akimov Bratva #1),Ugly Betty: The Book,https://picsum.photos/965/133,https://picsum.photos/637/863,744,Book,No information,fake publisher,20,2088,5,0.39,317926,fake description,55988,5,2024-05-05 02:14:21.219327
29261,Bruno Has One Hundred Friends,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://picsum.photos/862/632,https://dummyimage.com/275x817,779,Book,No information,fake publisher,22,1985,2,2.71,64332,fake description,35083,9,2024-05-05 02:14:21.220321
54426,Zaftig Dating Agency: Series Collection 4-,His Gift: A Valentine's Romance Novella,https://picsum.photos/127/261,https://placekitten.com/264/867,654,Book,No information,fake publisher,2,2015,6,3.95,692144,fake description,90365,7,2024-05-05 02:14:21.220321
15362,Pine & Boof: The Lucky Leaf,Bruno Has One Hundred Friends,https://dummyimage.com/26x100,https://dummyimage.com/336x155,279,Book,No information,fake publisher,27,1938,6,3.76,91969,fake description,61376,4,2024-05-05 02:14:21.221324
58476,Enter the Aardvark,The East End,https://dummyimage.com/50x770,https://placekitten.com/170/964,238,Book,No information,fake publisher,23,2039,10,1.37,850252,fake description,89753,1,2024-05-05 02:14:21.222245
5094,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://picsum.photos/677/812,https://dummyimage.com/427x302,75,Book,No information,fake publisher,8,1997,9,2.16,453764,fake description,91921,6,2024-05-05 02:14:21.222245
66053,Mr. Cat and the Little Girl,"Jinn'sDominion (Desert Cursed, #3",https://dummyimage.com/315x336,https://dummyimage.com/547x805,886,Book,No information,fake publisher,4,1903,9,1.71,817867,fake description,6852,4,2024-05-05 02:14:21.223242
59604,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Vacation People,https://placekitten.com/347/415,https://placekitten.com/1003/526,877,Book,No information,fake publisher,11,2062,8,4.0,861381,fake description,11660,7,2024-05-05 02:14:21.223242
67926,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Wizard of Earthsea,https://placekitten.com/607/434,https://dummyimage.com/769x698,534,Book,No information,fake publisher,5,2010,8,1.94,835763,fake description,44406,1,2024-05-05 02:14:21.224320
55463,"Jinn'sDominion (Desert Cursed, #3",Zaftig Dating Agency: Series Collection 4-,https://placekitten.com/573/725,https://placekitten.com/33/402,191,Book,No information,fake publisher,11,2036,4,4.16,893882,fake description,97088,5,2024-05-05 02:14:21.225324
47793,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Murder Makes Scents,https://placekitten.com/356/677,https://placekitten.com/239/74,674,Book,No information,fake publisher,11,1928,1,1.64,136666,fake description,52893,3,2024-05-05 02:14:21.225324
76848,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,https://picsum.photos/488/62,https://picsum.photos/427/386,774,Book,No information,fake publisher,13,2025,10,1.5,49739,fake description,24187,10,2024-05-05 02:14:21.226242
78526,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/763/643,https://picsum.photos/933/19,181,Book,No information,fake publisher,27,1983,10,0.71,218804,fake description,32852,6,2024-05-05 02:14:21.226242
34139,Mr. Cat and the Little Girl,Dragons & Magic (Dragon's Den Casino #1),https://dummyimage.com/283x721,https://picsum.photos/264/538,496,Book,No information,fake publisher,9,2059,8,2.1,721533,fake description,22715,4,2024-05-05 02:14:21.227324
52875,His Gift: A Valentine's Romance Novella,A Wizard of Earthsea,https://placekitten.com/961/59,https://dummyimage.com/160x568,217,Book,No information,fake publisher,21,1981,12,4.4,648779,fake description,57709,10,2024-05-05 02:14:21.227324
59823,Murder Makes Scents,Bruno Has One Hundred Friends,https://placekitten.com/217/537,https://placekitten.com/44/461,767,Book,No information,fake publisher,24,1952,1,1.97,231939,fake description,43289,10,2024-05-05 02:14:21.228243
5255,You've Been Volunteered: A Class Mom Novel,Vacation People,https://picsum.photos/288/3,https://picsum.photos/245/477,247,Book,No information,fake publisher,22,2090,4,3.48,943222,fake description,73340,1,2024-05-05 02:14:21.228243
7920,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,"Postmortem (Kay Scarpetta, #1)",https://dummyimage.com/610x781,https://picsum.photos/142/446,599,Book,No information,fake publisher,24,1920,10,0.27,415311,fake description,21261,10,2024-05-05 02:14:21.229320
2935,Ugly Betty: The Book,Ugly Betty: The Book,https://placekitten.com/166/577,https://placekitten.com/83/337,863,Book,No information,fake publisher,19,2069,1,2.67,735375,fake description,86648,4,2024-05-05 02:14:21.229320
93765,Enter the Aardvark,Zaftig Dating Agency: Series Collection 4-,https://picsum.photos/91/147,https://picsum.photos/919/78,726,Book,No information,fake publisher,19,1994,6,1.21,328720,fake description,49599,9,2024-05-05 02:14:21.229320
56801,Ra,"Postmortem (Kay Scarpetta, #1)",https://placekitten.com/981/342,https://placekitten.com/70/895,575,Book,No information,fake publisher,22,2051,7,0.75,942033,fake description,14204,8,2024-05-05 02:14:21.230334
70863,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",The Roman Spring of Mrs. Stone,https://placekitten.com/544/854,https://dummyimage.com/621x989,778,Book,No information,fake publisher,15,1981,8,2.37,424692,fake description,74476,4,2024-05-05 02:14:21.231246
8394,A Wizard of Earthsea,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/186/299,https://picsum.photos/907/1001,866,Book,No information,fake publisher,15,1982,2,4.64,93876,fake description,37492,9,2024-05-05 02:14:21.231246
54643,Write or Wrong: A Dark College Romance (Write to Love Book 1),The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://dummyimage.com/254x157,https://picsum.photos/880/765,453,Book,No information,fake publisher,13,2063,6,0.47,345380,fake description,53452,10,2024-05-05 02:14:21.232323
28860,Zaftig Dating Agency: Series Collection 4-,The Favorite Daughter,https://picsum.photos/865/633,https://placekitten.com/640/628,281,Book,No information,fake publisher,12,1985,3,3.54,181966,fake description,21287,6,2024-05-05 02:14:21.233245
2133,Write or Wrong: A Dark College Romance (Write to Love Book 1),Enter the Aardvark,https://dummyimage.com/504x199,https://dummyimage.com/563x762,108,Book,No information,fake publisher,14,2047,10,0.39,340849,fake description,21214,9,2024-05-05 02:14:21.233245
47295,TheItalian Villa,A Blink of the Screen: Collected Shorter Fiction,https://dummyimage.com/896x740,https://picsum.photos/50/365,890,Book,No information,fake publisher,6,1982,4,3.8,263518,fake description,64107,7,2024-05-05 02:14:21.234318
84420,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),House of Earth and Blood,https://placekitten.com/657/8,https://dummyimage.com/890x355,988,Book,No information,fake publisher,27,2091,3,3.57,14867,fake description,5772,8,2024-05-05 02:14:21.234318
4727,The Bedroom Experiment(Hot Jocks #5.5),Maksim (Akimov Bratva #1),https://picsum.photos/116/321,https://picsum.photos/74/68,717,Book,No information,fake publisher,13,1980,10,0.88,504476,fake description,29270,5,2024-05-05 02:14:21.235289
31627,"Jinn'sDominion (Desert Cursed, #3","Jinn'sDominion (Desert Cursed, #3",https://placekitten.com/904/225,https://picsum.photos/784/548,835,Book,No information,fake publisher,13,2006,6,3.11,223846,fake description,27895,2,2024-05-05 02:14:21.235289
45189,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Wizard of Earthsea,https://dummyimage.com/998x104,https://placekitten.com/309/814,833,Book,No information,fake publisher,19,2043,6,0.22,988041,fake description,23222,3,2024-05-05 02:14:21.236245
11604,The Bedroom Experiment(Hot Jocks #5.5),House of Earth and Blood,https://placekitten.com/664/540,https://dummyimage.com/598x994,268,Book,No information,fake publisher,18,2071,1,3.62,452691,fake description,82947,7,2024-05-05 02:14:21.237337
14202,House of Earth and Blood,The Roman Spring of Mrs. Stone,https://picsum.photos/979/651,https://dummyimage.com/936x524,445,Book,No information,fake publisher,27,1919,3,4.18,992269,fake description,16479,9,2024-05-05 02:14:21.238243
2381,Bruno Has One Hundred Friends,The Favorite Daughter,https://dummyimage.com/572x167,https://placekitten.com/609/893,697,Book,No information,fake publisher,11,2082,11,0.98,934381,fake description,13621,1,2024-05-05 02:14:21.238243
73901,Maksim (Akimov Bratva #1),Ra,https://placekitten.com/473/304,https://dummyimage.com/578x860,677,Book,No information,fake publisher,5,2002,11,1.6,262305,fake description,9014,3,2024-05-05 02:14:21.239338
78419,"Postmortem (Kay Scarpetta, #1)","Jinn'sDominion (Desert Cursed, #3",https://picsum.photos/884/1020,https://picsum.photos/192/520,943,Book,No information,fake publisher,14,2033,9,0.5,776928,fake description,72769,7,2024-05-05 02:14:21.240334
57543,Enter the Aardvark,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/403/637,https://placekitten.com/919/643,631,Book,No information,fake publisher,2,1951,12,0.47,935425,fake description,57204,4,2024-05-05 02:14:21.240334
77619,The Roman Spring of Mrs. Stone,Maksim (Akimov Bratva #1),https://placekitten.com/756/398,https://dummyimage.com/750x178,849,Book,No information,fake publisher,22,1993,5,4.38,28574,fake description,8008,0,2024-05-05 02:14:21.241335
22712,The East End,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,https://picsum.photos/631/438,https://picsum.photos/724/8,559,Book,No information,fake publisher,7,2065,7,1.52,343502,fake description,58719,4,2024-05-05 02:14:21.241335
79254,Clown in a Cornfield,A Wizard of Earthsea,https://placekitten.com/664/307,https://picsum.photos/516/567,293,Book,No information,fake publisher,8,2099,3,0.63,77269,fake description,77286,1,2024-05-05 02:14:21.242343
55362,The Bedroom Experiment(Hot Jocks #5.5),New Friends for Zaza,https://dummyimage.com/806x44,https://placekitten.com/590/217,522,Book,No information,fake publisher,22,1912,1,2.9,229432,fake description,41356,3,2024-05-05 02:14:21.242343
82831,The Roman Spring of Mrs. Stone,A Wizard of Earthsea,https://dummyimage.com/74x534,https://picsum.photos/596/869,657,Book,No information,fake publisher,9,2053,7,0.62,895010,fake description,62550,8,2024-05-05 02:14:21.243357
45047,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://dummyimage.com/1007x603,https://dummyimage.com/365x801,731,Book,No information,fake publisher,22,2045,11,0.97,684269,fake description,81072,4,2024-05-05 02:14:21.244243
92072,You've Been Volunteered: A Class Mom Novel,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,https://picsum.photos/17/625,https://placekitten.com/372/249,325,Book,No information,fake publisher,3,1982,9,1.25,337152,fake description,49232,2,2024-05-05 02:14:21.244243
52502,Clown in a Cornfield,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/56/878,https://dummyimage.com/81x697,912,Book,No information,fake publisher,19,2066,9,0.48,635314,fake description,60039,7,2024-05-05 02:14:21.245242
60546,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,https://picsum.photos/13/10,https://picsum.photos/478/845,544,Book,No information,fake publisher,9,1931,10,4.28,564523,fake description,88459,9,2024-05-05 02:14:21.246246
45245,New Friends for Zaza,Dragons & Magic (Dragon's Den Casino #1),https://placekitten.com/17/429,https://picsum.photos/803/99,79,Book,No information,fake publisher,2,2031,7,1.55,304022,fake description,31812,3,2024-05-05 02:14:21.246246
66123,Write or Wrong: A Dark College Romance (Write to Love Book 1),TheItalian Villa,https://placekitten.com/589/493,https://dummyimage.com/169x830,210,Book,No information,fake publisher,26,1958,2,0.73,241671,fake description,1358,3,2024-05-05 02:14:21.248326
91139,House of Earth and Blood,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://dummyimage.com/551x982,https://placekitten.com/369/541,46,Book,No information,fake publisher,19,1951,11,1.24,667740,fake description,45565,8,2024-05-05 02:14:21.248326
92595,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",The Bedroom Experiment(Hot Jocks #5.5),https://picsum.photos/62/839,https://picsum.photos/113/45,298,Book,No information,fake publisher,14,2062,3,1.21,777193,fake description,98005,10,2024-05-05 02:14:21.249337
52647,New Friends for Zaza,The Bedroom Experiment(Hot Jocks #5.5),https://dummyimage.com/368x376,https://dummyimage.com/813x105,569,Book,No information,fake publisher,18,2053,9,1.7,370776,fake description,43502,1,2024-05-05 02:14:21.249337
93045,A Blink of the Screen: Collected Shorter Fiction,Ugly Betty: The Book,https://placekitten.com/622/285,https://picsum.photos/498/489,552,Book,No information,fake publisher,27,1968,7,0.87,179876,fake description,32198,7,2024-05-05 02:14:21.250348
22173,Vacation People,Ugly Betty: The Book,https://picsum.photos/890/743,https://dummyimage.com/160x699,466,Book,No information,fake publisher,4,2066,4,3.58,995017,fake description,27173,0,2024-05-05 02:14:21.251331
89005,Murder Makes Scents,Clown in a Cornfield,https://picsum.photos/455/389,https://placekitten.com/523/409,190,Book,No information,fake publisher,19,1977,4,4.11,53169,fake description,93326,6,2024-05-05 02:14:21.251331
13799,A Wizard of Earthsea,A Wizard of Earthsea,https://dummyimage.com/548x961,https://dummyimage.com/998x964,493,Book,No information,fake publisher,7,1938,1,2.36,817936,fake description,18612,6,2024-05-05 02:14:21.251331
78334,Enter the Aardvark,The East End,https://picsum.photos/625/124,https://dummyimage.com/351x345,650,Book,No information,fake publisher,15,1902,10,3.72,379488,fake description,88776,3,2024-05-05 02:14:21.252348
44820,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,House of Earth and Blood,https://dummyimage.com/1003x632,https://placekitten.com/1024/222,891,Book,No information,fake publisher,13,2091,12,2.57,824349,fake description,62501,6,2024-05-05 02:14:21.252348
85394,House of Earth and Blood,Living Your Dreams: How to make a living doing what you love,https://placekitten.com/1000/941,https://dummyimage.com/780x6,478,Book,No information,fake publisher,17,1971,12,0.78,345870,fake description,37155,3,2024-05-05 02:14:21.253340
82961,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Ra,https://placekitten.com/421/730,https://placekitten.com/5/657,182,Book,No information,fake publisher,17,2067,12,1.44,625531,fake description,10507,10,2024-05-05 02:14:21.254246
43345,TheItalian Villa,The East End,https://dummyimage.com/92x652,https://placekitten.com/511/112,437,Book,No information,fake publisher,22,2042,3,3.72,842167,fake description,55483,0,2024-05-05 02:14:21.254246
95768,A Wizard of Earthsea,A Wizard of Earthsea,https://picsum.photos/626/213,https://placekitten.com/153/839,231,Book,No information,fake publisher,14,2032,4,2.6,667318,fake description,95926,5,2024-05-05 02:14:21.255339
50250,The East End,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/720/57,https://dummyimage.com/875x522,198,Book,No information,fake publisher,21,2031,11,3.62,116115,fake description,45556,0,2024-05-05 02:14:21.255339
20014,House of Earth and Blood,Mr. Cat and the Little Girl,https://picsum.photos/563/598,https://placekitten.com/358/993,55,Book,No information,fake publisher,12,1958,9,1.79,259593,fake description,44575,1,2024-05-05 02:14:21.256344
16065,Pine & Boof: The Lucky Leaf,The East End,https://dummyimage.com/559x961,https://dummyimage.com/523x354,984,Book,No information,fake publisher,8,2067,2,1.45,338466,fake description,23692,1,2024-05-05 02:14:21.257329
13669,Vacation People,TheItalian Villa,https://placekitten.com/746/0,https://dummyimage.com/24x995,806,Book,No information,fake publisher,25,2082,7,0.97,495591,fake description,46982,2,2024-05-05 02:14:21.257329
73813,Bruno Has One Hundred Friends,Dragons & Magic (Dragon's Den Casino #1),https://picsum.photos/502/950,https://placekitten.com/892/712,171,Book,No information,fake publisher,11,2045,11,0.9,402218,fake description,92099,4,2024-05-05 02:14:21.258245
9431,The Roman Spring of Mrs. Stone,Ra,https://dummyimage.com/420x539,https://dummyimage.com/721x564,995,Book,No information,fake publisher,4,1917,3,1.37,308778,fake description,41341,10,2024-05-05 02:14:21.258245
29121,"Jinn'sDominion (Desert Cursed, #3",The Favorite Daughter,https://picsum.photos/918/726,https://dummyimage.com/355x261,344,Book,No information,fake publisher,17,2064,11,1.79,683539,fake description,49071,10,2024-05-05 02:14:21.259329
95647,Would Like to Meet,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/457/521,https://placekitten.com/277/34,380,Book,No information,fake publisher,23,2009,4,2.35,166842,fake description,67617,10,2024-05-05 02:14:21.259329
43190,Maksim (Akimov Bratva #1),Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,https://dummyimage.com/630x196,https://picsum.photos/682/501,467,Book,No information,fake publisher,7,2080,2,2.62,971267,fake description,23331,5,2024-05-05 02:14:21.260353
97520,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),Ugly Betty: The Book,https://dummyimage.com/739x60,https://picsum.photos/287/784,730,Book,No information,fake publisher,8,2078,3,2.6,780806,fake description,18863,2,2024-05-05 02:14:21.261245
63575,Pine & Boof: The Lucky Leaf,Pine & Boof: The Lucky Leaf,https://picsum.photos/277/327,https://placekitten.com/670/475,224,Book,No information,fake publisher,15,1937,9,3.15,25765,fake description,71420,7,2024-05-05 02:14:21.261245
82299,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,https://placekitten.com/665/164,https://dummyimage.com/956x735,759,Book,No information,fake publisher,11,1941,9,2.7,325390,fake description,70894,4,2024-05-05 02:14:21.262246
35125,A Wizard of Earthsea,Living Your Dreams: How to make a living doing what you love,https://picsum.photos/157/333,https://picsum.photos/866/994,168,Book,No information,fake publisher,28,2011,3,3.19,371900,fake description,7896,3,2024-05-05 02:14:21.263244
11747,Maksim (Akimov Bratva #1),You've Been Volunteered: A Class Mom Novel,https://picsum.photos/938/843,https://picsum.photos/776/993,606,Book,No information,fake publisher,17,1911,7,3.96,923237,fake description,25681,6,2024-05-05 02:14:21.264249
42967,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,House of Earth and Blood,https://dummyimage.com/94x46,https://placekitten.com/362/309,873,Book,No information,fake publisher,1,2046,1,2.47,524607,fake description,38265,2,2024-05-05 02:14:21.265329
22928,Mr. Cat and the Little Girl,You've Been Volunteered: A Class Mom Novel,https://dummyimage.com/687x411,https://placekitten.com/986/822,285,Book,No information,fake publisher,25,2023,8,1.69,700216,fake description,13576,4,2024-05-05 02:14:21.265329
57530,Maksim (Akimov Bratva #1),A Wizard of Earthsea,https://placekitten.com/469/894,https://picsum.photos/79/507,327,Book,No information,fake publisher,7,1932,11,4.99,122900,fake description,38061,4,2024-05-05 02:14:21.266331
68300,Ugly Betty: The Book,"Jinn'sDominion (Desert Cursed, #3",https://picsum.photos/1022/604,https://placekitten.com/582/264,681,Book,No information,fake publisher,4,1922,6,2.81,773168,fake description,27380,8,2024-05-05 02:14:21.266331
46260,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,A Wizard of Earthsea,https://placekitten.com/1/945,https://placekitten.com/914/746,419,Book,No information,fake publisher,28,1974,12,4.9,297758,fake description,63316,5,2024-05-05 02:14:21.267334
29155,You've Been Volunteered: A Class Mom Novel,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://picsum.photos/207/762,https://placekitten.com/847/390,129,Book,No information,fake publisher,14,1982,3,2.8,983264,fake description,20528,6,2024-05-05 02:14:21.268243
81791,Would Like to Meet,Ra,https://placekitten.com/726/534,https://picsum.photos/55/242,302,Book,No information,fake publisher,18,1904,3,0.8,563257,fake description,29672,6,2024-05-05 02:14:21.268243
97606,A Wizard of Earthsea,"Jinn'sDominion (Desert Cursed, #3",https://dummyimage.com/582x97,https://dummyimage.com/911x704,382,Book,No information,fake publisher,11,1927,8,1.1,240258,fake description,89379,4,2024-05-05 02:14:21.269344
18305,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,New Friends for Zaza,https://placekitten.com/383/720,https://picsum.photos/289/215,152,Book,No information,fake publisher,2,1912,10,1.86,833892,fake description,313,6,2024-05-05 02:14:21.269344
56399,You've Been Volunteered: A Class Mom Novel,Bruno Has One Hundred Friends,https://placekitten.com/561/753,https://picsum.photos/794/278,254,Book,No information,fake publisher,21,2041,3,2.68,212608,fake description,24013,7,2024-05-05 02:14:21.270330
93378,Enter the Aardvark,His Gift: A Valentine's Romance Novella,https://placekitten.com/743/698,https://dummyimage.com/350x693,548,Book,No information,fake publisher,21,1940,9,3.71,383874,fake description,65020,4,2024-05-05 02:14:21.271350
34847,TheItalian Villa,Murder Makes Scents,https://dummyimage.com/746x793,https://placekitten.com/500/144,317,Book,No information,fake publisher,12,2083,5,3.7,951716,fake description,96732,7,2024-05-05 02:14:21.271350
12883,The Bedroom Experiment(Hot Jocks #5.5),TheItalian Villa,https://placekitten.com/384/711,https://picsum.photos/663/572,613,Book,No information,fake publisher,19,1912,4,2.66,923274,fake description,99407,5,2024-05-05 02:14:21.272329
51313,Pine & Boof: The Lucky Leaf,A Blink of the Screen: Collected Shorter Fiction,https://placekitten.com/792/443,https://dummyimage.com/540x921,387,Book,No information,fake publisher,22,2037,10,4.8,518717,fake description,58967,8,2024-05-05 02:14:21.272329
19396,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,Bruno Has One Hundred Friends,https://dummyimage.com/658x651,https://placekitten.com/455/1023,468,Book,No information,fake publisher,2,1917,6,3.93,928070,fake description,17437,6,2024-05-05 02:14:21.296323
94406,Murder Makes Scents,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://dummyimage.com/609x374,https://picsum.photos/386/770,517,Book,No information,fake publisher,1,2050,7,4.32,458274,fake description,4841,4,2024-05-05 02:14:21.297325
28138,New Friends for Zaza,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/534/694,https://dummyimage.com/989x262,125,Book,No information,fake publisher,3,2031,10,4.61,218480,fake description,12260,2,2024-05-05 02:14:21.298328
88546,Vacation People,New Friends for Zaza,https://placekitten.com/27/83,https://picsum.photos/478/312,220,Book,No information,fake publisher,23,2043,6,0.48,276382,fake description,98024,2,2024-05-05 02:14:21.298328
86769,You've Been Volunteered: A Class Mom Novel,Dragons & Magic (Dragon's Den Casino #1),https://dummyimage.com/741x544,https://dummyimage.com/832x592,168,Book,No information,fake publisher,15,1917,8,4.85,456013,fake description,56955,8,2024-05-05 02:14:21.299405
72683,Pine & Boof: The Lucky Leaf,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://picsum.photos/680/48,https://picsum.photos/1006/528,706,Book,No information,fake publisher,13,2049,1,2.11,795027,fake description,74953,2,2024-05-05 02:14:21.300419
62109,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),"Jinn'sDominion (Desert Cursed, #3",https://picsum.photos/901/248,https://dummyimage.com/38x328,131,Book,No information,fake publisher,23,2024,8,0.91,322677,fake description,62549,1,2024-05-05 02:14:21.300419
23067,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),"Jinn'sDominion (Desert Cursed, #3",https://placekitten.com/786/943,https://picsum.photos/825/239,734,Book,No information,fake publisher,2,2011,6,0.3,383727,fake description,90582,3,2024-05-05 02:14:21.301420
65807,Zaftig Dating Agency: Series Collection 4-,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,https://dummyimage.com/218x143,https://picsum.photos/729/869,496,Book,No information,fake publisher,25,1917,3,3.15,406155,fake description,28630,5,2024-05-05 02:14:21.302409
83366,A Blink of the Screen: Collected Shorter Fiction,Vacation People,https://dummyimage.com/137x245,https://placekitten.com/820/991,81,Book,No information,fake publisher,12,2004,1,0.82,396247,fake description,44379,6,2024-05-05 02:14:21.302409
57456,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Blink of the Screen: Collected Shorter Fiction,https://dummyimage.com/148x978,https://placekitten.com/36/599,140,Book,No information,fake publisher,16,2083,8,2.89,524441,fake description,19295,3,2024-05-05 02:14:21.303402
60475,Maksim (Akimov Bratva #1),His Gift: A Valentine's Romance Novella,https://placekitten.com/361/222,https://placekitten.com/808/671,316,Book,No information,fake publisher,4,1921,6,1.92,210737,fake description,7514,0,2024-05-05 02:14:21.304418
90598,Vacation People,Ra,https://placekitten.com/882/957,https://dummyimage.com/590x399,851,Book,No information,fake publisher,19,2079,2,0.56,573206,fake description,87568,3,2024-05-05 02:14:21.305418
94940,A Wizard of Earthsea,His Gift: A Valentine's Romance Novella,https://placekitten.com/540/214,https://dummyimage.com/848x976,230,Book,No information,fake publisher,14,2091,10,3.99,309053,fake description,90825,8,2024-05-05 02:14:21.305418
